user,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
79836,33,32,11,6,48,11,1,28,24,0,47,9,9,9,31,35,2,1
79842,14,19,20,15,48,11,0,59,20,0,4,16,3,43,6,15,5,0
79846,43,36,13,9,22,20,1,40,20,1,13,1,14,10,29,42,7,2
79849,31,28,8,12,35,18,5,84,9,0,18,8,9,26,23,35,9,1
79850,11,10,6,8,21,12,0,26,6,1,3,3,7,11,8,15,2,0
79851,20,10,1,3,22,21,1,35,6,1,5,1,6,12,4,19,7,2
79872,12,8,3,5,25,24,8,59,6,0,0,3,3,10,2,9,5,4
79881,38,21,1,0,29,35,0,52,10,2,11,1,9,8,23,41,8,3
79892,40,35,12,12,58,39,2,69,18,3,7,4,15,19,28,40,8,4
79899,87,68,17,17,43,28,1,31,27,0,22,2,13,10,36,66,5,1
79902,21,11,2,13,44,9,1,27,12,0,12,0,3,12,6,29,2,1
79916,107,93,43,50,80,46,4,82,44,0,51,13,37,24,82,106,7,3
79918,4,9,5,2,18,11,4,94,14,3,6,5,13,17,8,14,5,4
79921,31,12,2,0,43,21,7,74,4,1,3,0,3,19,10,29,18,0
79927,120,68,20,12,100,72,4,149,36,10,41,9,51,42,71,115,25,10
79928,57,59,24,16,69,55,4,160,43,4,20,6,32,51,55,70,19,2
79930,6,3,0,1,17,11,0,29,6,0,3,1,10,11,7,12,1,0
79934,31,29,4,5,14,10,0,19,10,0,2,2,2,7,13,15,5,0
79939,17,16,6,5,19,17,2,35,7,0,1,3,9,12,11,23,2,1
79940,51,33,16,12,29,39,1,59,14,3,6,4,26,9,30,52,7,1
79942,27,14,1,3,25,42,7,119,3,5,6,5,20,23,10,51,11,3
79943,25,25,6,9,22,30,0,46,11,3,5,2,12,10,16,29,8,0
79948,40,20,4,4,27,32,4,50,9,2,4,0,18,10,9,40,12,1
79950,29,26,12,9,38,21,1,64,13,4,2,3,12,22,14,21,16,2
79952,21,20,14,9,19,18,8,45,8,1,3,6,7,9,13,25,8,0
79953,42,19,0,0,13,10,0,17,3,0,3,1,0,2,9,28,5,1
79955,14,9,1,1,11,18,8,36,2,1,9,1,7,2,5,23,7,3
79956,19,17,3,4,23,18,2,67,6,3,15,7,11,19,9,29,18,5
79965,29,43,10,10,46,11,12,115,29,1,5,8,13,65,37,31,6,0
79968,21,24,15,17,41,10,0,19,17,0,3,8,5,15,11,16,1,1
79977,31,22,5,6,33,24,0,56,13,0,5,3,12,30,17,30,4,1
79978,67,51,9,13,48,29,0,40,26,1,8,4,16,12,47,44,5,3
79980,22,20,8,8,16,13,0,21,11,1,4,4,6,7,8,19,5,1
79981,65,68,45,52,90,55,2,108,43,1,4,24,22,33,25,63,11,2
79982,43,23,0,0,30,19,0,39,2,0,4,0,7,9,12,42,12,2
79986,44,39,17,11,53,27,3,69,21,5,7,7,17,25,39,45,10,1
79993,38,30,10,7,58,28,5,75,18,2,27,3,20,19,31,45,9,0
79998,27,14,7,5,16,24,1,68,8,1,5,3,18,20,18,37,10,1
80005,17,19,10,7,15,17,0,36,9,1,2,1,8,12,8,17,5,1
80006,37,25,0,4,18,36,2,62,15,2,21,1,14,12,16,45,7,2
80015,12,15,14,4,16,16,2,37,11,1,4,1,7,6,14,13,5,1
80024,9,9,9,12,15,11,0,39,8,1,2,8,3,20,2,13,3,2
80025,20,29,17,13,15,2,0,22,20,0,4,5,2,12,13,3,6,0
80029,61,48,22,20,27,24,0,35,17,1,2,6,13,8,32,36,8,2
80034,106,108,51,57,238,105,0,296,81,18,25,39,67,128,68,130,15,5
80035,10,15,7,7,17,7,0,25,9,0,2,3,4,10,6,7,7,2
80040,35,27,10,9,38,21,0,41,12,1,10,6,7,16,23,29,4,0
80042,14,29,17,19,19,5,0,23,19,0,4,6,3,9,10,5,6,1
80046,29,8,6,0,13,28,5,53,7,1,30,2,25,4,26,50,6,2
80053,62,71,28,32,143,33,3,110,49,2,8,23,21,58,58,47,11,3
80059,60,45,7,6,64,35,1,67,17,1,14,5,21,23,40,56,10,1
80061,70,50,12,14,53,51,9,137,18,2,10,8,18,38,29,63,26,6
80063,66,74,32,39,69,15,0,34,31,0,1,12,9,36,44,27,2,1
80064,182,111,17,15,122,75,0,75,22,3,12,3,28,28,82,140,9,7
80079,36,27,2,3,22,14,0,28,8,0,4,0,7,9,23,21,3,1
80080,11,14,0,1,15,5,1,39,5,0,0,4,2,18,7,7,1,0
80082,67,66,17,18,71,34,4,65,30,3,9,7,16,26,37,44,15,5
80083,18,20,3,4,29,21,4,52,9,6,6,3,10,23,6,21,8,0
80088,141,101,21,23,169,86,3,176,39,4,24,12,30,88,77,119,23,13
80091,17,8,5,1,18,35,0,51,15,3,11,0,29,5,15,53,2,1
80092,91,72,21,24,211,138,34,457,45,38,49,35,67,138,64,149,43,30
80097,65,45,8,6,33,49,0,104,27,0,18,4,34,23,34,73,15,7
80099,30,33,17,20,77,45,18,179,17,1,2,12,19,55,13,38,9,1
80105,36,27,4,4,9,8,0,11,7,1,2,1,6,4,23,13,2,0
80120,23,46,38,33,32,2,0,24,29,0,3,17,2,19,26,9,4,1
80122,51,49,15,18,65,59,3,155,24,4,13,9,22,42,33,53,19,6
80127,83,45,7,7,73,76,0,136,21,4,32,4,41,28,45,82,22,2
80128,63,38,9,11,33,42,0,57,15,1,3,2,12,15,20,55,8,4
80138,12,7,0,0,31,11,4,104,1,1,4,4,7,41,2,16,20,3
80139,33,27,13,9,18,20,1,51,18,1,7,3,12,12,23,25,9,6
80141,16,22,13,17,19,9,2,31,15,0,1,3,6,11,6,10,8,2
80142,19,19,8,6,47,29,4,65,15,0,2,3,7,26,8,25,6,0
80144,9,10,5,5,18,6,0,24,5,0,9,4,2,7,3,8,2,0
80149,14,12,4,4,23,16,2,30,4,2,2,1,7,20,2,22,7,1
80153,41,30,9,13,58,42,0,70,16,3,4,3,15,14,11,34,10,4
80169,48,54,23,27,28,21,0,93,19,4,7,15,20,29,28,47,21,6
80172,20,27,19,18,31,11,0,58,16,0,7,9,9,24,15,23,8,1
80174,9,11,1,1,24,20,6,43,2,4,2,1,7,9,2,15,7,3
80180,37,30,0,1,30,79,9,197,10,20,32,6,47,33,27,80,15,9
80185,59,50,22,15,136,96,39,410,38,26,24,25,61,116,49,107,41,13
80186,28,25,9,8,24,12,0,27,9,1,8,4,7,11,21,24,2,1
80191,29,21,7,3,35,28,1,68,12,1,5,2,11,21,17,25,12,7
80192,34,19,10,6,33,31,0,40,9,1,4,2,7,5,14,31,10,0
80196,13,20,7,7,60,23,6,103,11,2,6,5,19,39,5,36,6,2
80207,133,108,19,17,198,194,13,752,60,42,71,18,128,183,63,266,94,30
80216,30,17,5,3,22,20,1,39,2,0,4,3,7,15,10,34,6,1
80218,13,13,4,5,22,13,1,42,6,3,3,0,10,16,12,20,6,1
80221,42,20,3,7,50,68,5,116,8,4,10,2,28,36,20,83,12,1
80228,83,82,33,36,101,20,0,55,55,2,2,15,11,52,55,28,4,2
80242,84,121,70,100,217,31,0,145,83,0,8,57,19,144,54,67,6,4
80246,13,13,2,3,16,7,0,33,6,0,2,0,4,18,5,9,7,1
80251,29,14,4,0,21,37,1,59,6,1,3,0,18,7,13,45,9,3
80254,75,52,12,11,42,25,1,59,23,1,19,4,10,18,43,54,11,3
80257,33,18,3,7,47,27,0,55,13,1,5,2,6,15,13,31,11,2
80258,21,11,1,0,18,24,0,59,5,1,7,1,12,14,14,30,6,4
80260,35,28,10,10,19,7,2,29,9,1,5,6,4,11,16,15,7,0
80265,95,74,22,20,83,40,1,109,37,1,7,4,28,61,56,70,13,2
80266,58,55,15,14,74,32,9,66,37,2,15,3,13,19,58,50,5,1
80269,23,24,7,8,24,13,1,25,11,0,1,1,4,12,14,20,3,1
80275,21,21,3,3,14,7,0,18,5,0,0,0,1,13,20,8,2,1
80278,55,30,6,2,24,25,3,27,7,1,8,3,11,3,31,43,5,0
80285,79,61,19,16,127,100,14,250,33,9,31,5,57,56,49,109,27,3
80288,8,9,4,3,18,13,0,43,8,1,0,0,5,16,13,15,1,1
80293,35,24,7,10,16,23,0,39,15,2,4,5,9,14,8,20,12,5
80302,19,13,1,0,13,21,0,26,5,0,2,0,8,6,12,19,2,0
80304,4,5,4,4,20,17,1,46,0,0,2,4,9,12,4,29,7,0
80307,34,13,7,6,25,26,0,41,4,0,7,1,8,7,13,27,10,1
80312,40,63,29,45,144,28,3,137,37,2,6,32,14,88,26,36,12,2
80320,35,12,0,0,10,28,1,21,2,0,8,0,6,1,22,31,2,1
80323,35,31,15,12,74,22,1,46,19,1,6,4,9,21,36,25,3,2
80325,166,91,16,15,73,64,0,176,26,2,32,4,34,49,153,145,23,3
80334,5,6,2,1,24,10,0,70,12,2,8,0,15,33,7,17,4,2
80337,55,58,26,24,62,35,8,99,36,5,9,13,28,39,38,65,9,3
80340,15,4,0,0,12,25,1,26,1,1,6,0,10,6,2,24,2,0
80347,36,16,1,1,23,40,1,99,14,4,9,2,26,29,16,55,11,3
80353,55,56,19,21,89,42,3,87,30,2,9,9,19,47,29,45,10,4
80358,7,15,8,7,37,5,1,38,9,0,1,10,5,24,7,5,0,1
80359,31,19,4,4,37,28,0,35,9,1,6,3,11,10,12,26,7,2
80361,15,10,5,3,23,9,5,39,4,2,8,2,10,16,9,20,2,0
80369,47,21,4,3,24,56,1,73,9,1,8,0,15,11,15,55,7,3
80378,96,89,28,52,221,79,26,257,73,9,27,28,38,113,69,89,22,9
80379,19,17,13,11,10,10,0,39,18,0,5,4,6,16,9,14,7,0
80386,36,33,14,13,85,49,3,113,23,14,15,5,27,48,18,47,18,5
80391,78,52,22,22,88,40,6,93,41,1,47,6,25,31,46,82,11,1
80392,143,86,28,14,75,43,4,84,38,3,25,5,34,18,84,92,28,3
80398,7,8,2,4,26,7,2,31,4,0,1,1,2,14,2,11,2,0
80401,45,21,3,3,35,54,5,115,11,2,8,1,24,22,18,63,19,3
80403,75,70,31,23,104,67,8,177,37,3,27,10,38,57,53,88,22,6
80406,29,21,3,3,56,26,2,54,11,1,2,4,14,38,10,34,7,0
80411,16,26,14,8,23,8,1,41,14,0,4,7,5,9,18,8,5,2
80417,16,24,11,13,48,26,3,50,18,0,3,10,9,20,19,25,3,0
80419,22,28,12,13,46,15,3,29,18,1,4,4,11,14,24,20,6,1
80421,24,40,14,22,41,4,0,33,29,0,3,9,5,29,15,12,9,0
80427,16,22,5,6,36,20,2,60,5,11,2,2,16,30,7,19,12,1
80428,58,56,17,16,95,32,3,69,29,3,11,5,14,28,49,43,10,3
80436,28,26,10,10,49,34,2,68,15,0,3,4,12,21,14,44,9,0
80459,72,66,20,23,184,101,38,253,26,18,7,15,45,75,24,73,34,21
80461,12,7,5,6,31,32,13,87,4,3,6,1,15,23,8,37,15,2
80469,62,44,24,26,47,27,0,30,23,0,4,6,3,15,27,35,9,3
80475,20,28,9,15,34,9,0,43,15,0,3,21,4,32,7,8,7,1
80479,59,65,31,28,267,70,33,370,46,2,7,15,33,177,37,71,21,4
80482,9,14,5,10,35,9,0,21,11,0,1,4,1,17,4,9,4,0
80484,43,44,12,17,59,13,1,45,20,0,4,5,2,21,24,15,10,6
80485,40,37,8,9,73,22,8,69,23,0,10,4,12,24,37,42,5,1
80494,91,90,25,24,83,54,3,127,50,2,18,11,20,47,59,73,18,3
80495,20,14,1,1,21,21,0,80,3,1,2,1,7,15,3,24,16,5
80501,238,121,29,27,139,280,3,569,54,42,117,11,173,132,113,452,39,19
80505,7,12,8,12,33,17,0,41,17,2,4,17,11,24,6,15,3,0
80513,67,52,1,4,54,24,1,40,25,0,5,3,11,18,29,44,7,1
80516,65,30,3,4,38,67,3,122,17,4,10,1,28,29,49,82,17,3
80521,32,14,1,0,18,21,0,29,4,0,9,0,9,4,14,32,7,5
80533,66,61,16,22,89,32,2,66,31,0,11,11,11,30,32,38,5,5
80539,50,49,26,22,88,47,10,150,35,5,13,14,29,49,43,58,14,3
80542,165,96,15,13,79,52,0,88,25,0,15,4,18,26,65,100,13,6
80550,28,20,2,3,22,17,0,16,7,2,3,1,12,5,14,26,3,0
80566,81,57,9,6,50,39,2,96,23,4,20,2,31,23,93,84,10,2
80572,95,115,34,59,232,42,1,183,54,10,10,50,27,123,57,59,27,21
80573,8,6,3,5,23,13,0,28,7,0,3,3,3,14,5,13,3,0
80576,34,27,12,7,36,28,0,66,16,2,2,2,13,22,16,37,3,2
80577,11,15,4,5,37,9,0,30,18,5,1,4,12,45,3,14,2,0
80594,9,8,2,0,18,19,0,48,4,3,3,0,14,16,12,25,1,0
80596,20,8,0,0,9,16,0,40,1,1,1,0,4,8,0,17,8,3
80600,52,51,8,14,84,21,0,62,24,0,14,6,12,37,36,38,4,4
80605,32,44,21,20,41,19,2,56,25,2,14,9,15,13,31,37,2,1
80612,22,17,2,3,25,21,2,53,8,5,2,1,13,19,11,26,7,0
80616,45,43,4,5,39,30,0,33,15,1,7,2,8,9,32,38,2,1
80617,32,29,18,18,24,9,0,15,11,0,5,1,5,5,28,15,2,1
80618,162,129,54,40,152,71,11,173,67,4,29,6,42,48,110,133,17,7
80620,94,48,18,12,76,50,1,48,25,1,6,5,11,30,49,64,5,3
80623,33,21,1,2,50,46,1,123,12,2,5,0,16,46,15,54,15,5
80624,132,94,21,43,178,76,4,131,54,0,47,6,32,48,76,144,14,2
80632,18,18,11,11,37,26,5,86,16,4,5,3,15,24,15,33,9,0
80633,110,92,22,36,112,57,4,123,54,1,42,19,26,39,58,97,19,8
80640,16,9,1,1,24,15,1,42,3,1,3,3,5,14,8,13,9,4
80641,22,14,0,1,21,32,0,36,4,2,7,0,9,7,12,30,3,2
80646,13,14,6,7,15,26,0,39,6,0,5,0,9,8,6,23,3,0
80648,8,9,1,0,18,10,0,20,3,2,15,0,3,0,6,11,1,2
80650,46,31,4,4,16,13,0,31,15,0,12,2,9,6,33,29,8,1
80655,16,16,2,4,23,10,9,33,7,1,2,5,5,16,8,19,3,0
80656,94,82,45,17,58,30,21,190,62,5,44,3,33,45,120,106,27,2
80659,33,49,11,17,51,30,4,91,20,1,7,5,6,28,20,22,16,2
80668,236,160,10,25,300,171,24,449,65,8,77,11,75,147,120,294,27,19
80671,4,15,9,13,47,10,1,45,12,1,0,4,1,21,5,6,2,2
80674,45,37,4,8,48,54,4,130,15,13,7,5,19,29,16,55,33,11
80677,102,71,10,14,110,54,2,136,22,5,16,9,22,66,35,79,20,13
80678,70,50,12,9,52,47,3,103,13,2,13,3,21,21,51,68,12,1
80681,21,30,9,19,38,16,1,33,16,3,2,4,7,10,14,21,6,2
80687,18,23,10,12,22,5,0,27,11,0,0,4,1,23,8,10,3,1
80688,17,23,4,3,18,8,0,19,10,1,7,3,4,3,14,9,4,3
80690,88,64,10,14,113,51,4,104,18,1,24,3,22,49,40,84,16,3
80695,48,27,2,2,22,27,0,28,10,3,5,1,10,5,23,35,8,2
80699,35,40,17,20,128,25,1,104,30,0,4,9,8,55,26,28,9,2
80702,27,28,8,13,80,22,6,68,13,1,6,5,11,33,17,19,10,2
80703,28,15,0,0,14,18,2,38,2,3,3,0,12,9,23,36,4,0
80704,0,6,4,5,22,2,0,40,11,0,2,8,1,31,5,7,2,0
80706,15,16,3,4,17,12,0,21,6,0,1,1,5,11,12,16,2,0
80707,16,9,2,3,13,23,0,31,4,0,11,1,5,12,3,23,3,0
80708,53,49,9,16,30,19,0,39,24,0,2,6,3,13,18,21,11,3
80711,14,18,4,4,29,18,3,44,7,0,3,1,7,9,10,20,10,0
80712,197,197,82,90,239,72,3,171,81,1,13,38,23,97,70,106,57,14
80715,30,32,6,8,25,14,0,34,14,0,6,2,4,11,17,16,11,5
80716,86,73,17,26,110,41,17,119,47,2,19,17,29,52,55,71,11,5
80718,19,20,7,8,25,16,0,19,12,1,12,3,6,4,12,20,2,0
80723,65,54,41,27,35,27,1,50,18,1,8,8,20,12,54,55,7,0
80724,20,24,6,7,27,23,2,51,12,2,4,5,6,20,8,13,10,0
80726,14,12,2,4,41,14,0,38,6,0,4,2,9,28,8,21,5,1
80736,19,14,7,4,22,15,0,36,4,2,4,0,10,10,19,22,6,0
80738,51,45,11,13,51,31,2,53,20,2,6,5,12,28,28,47,5,0
80743,69,60,23,20,74,42,0,85,29,2,19,6,23,53,35,72,6,1
80748,62,44,13,9,80,72,9,88,10,2,8,4,21,21,13,73,8,2
80756,15,17,6,6,18,9,3,20,4,1,1,3,4,8,9,13,2,0
80760,79,96,26,58,135,27,4,206,62,1,24,41,19,103,70,69,34,9
80769,22,15,1,1,35,24,5,88,9,0,1,1,5,22,6,29,16,2
80771,154,136,69,60,279,173,26,592,110,33,87,32,103,146,114,222,73,18
80778,51,42,14,7,57,51,4,122,24,12,33,10,36,30,51,81,16,2
80783,70,81,58,77,116,49,2,137,53,2,27,40,28,52,30,69,11,8
80787,19,15,4,6,22,8,0,20,7,0,0,2,3,9,5,9,3,2
80789,60,38,6,2,55,24,1,43,19,0,18,1,7,22,34,37,6,4
80798,25,24,15,15,23,20,0,55,12,1,7,4,16,12,17,30,1,2
80800,32,18,3,2,8,20,1,30,8,0,1,0,7,2,10,19,6,1
80805,28,21,4,4,23,13,0,27,15,0,2,1,12,18,16,29,3,0
80806,22,27,11,9,18,7,1,14,12,0,1,2,3,4,12,11,3,0
80807,49,21,10,9,37,62,1,98,9,1,4,0,24,18,16,57,5,0
80810,18,15,1,2,9,9,0,32,4,0,1,3,10,6,13,17,6,2
80824,68,39,7,3,49,69,3,148,26,4,32,3,43,31,49,92,14,8
80826,34,28,4,3,38,30,2,51,12,1,9,2,9,7,22,26,10,3
80827,10,25,17,20,62,6,2,27,13,0,2,6,3,23,8,6,2,0
80829,37,30,6,5,29,25,0,45,8,2,9,4,13,13,21,35,11,1
80838,10,15,4,4,30,16,0,39,2,3,2,1,8,27,4,18,6,3
80842,12,12,6,5,28,16,3,46,5,1,3,1,5,15,8,13,3,2
80844,108,69,8,7,82,85,0,193,47,4,119,4,69,42,74,172,19,4
80853,41,44,20,18,96,39,14,85,20,0,3,5,15,25,25,31,11,2
80854,5,11,1,0,30,8,0,28,5,0,6,1,1,10,13,10,3,1
80864,217,158,43,46,189,86,3,191,93,2,43,16,52,83,134,184,20,6
80874,45,45,18,20,81,40,2,110,35,3,46,12,34,31,47,75,6,3
80879,170,156,56,45,108,62,9,157,94,1,8,10,35,63,91,100,17,3
80881,4,12,8,12,56,7,1,47,14,0,0,4,3,38,1,4,5,0
80882,22,18,5,8,17,8,0,10,10,0,5,1,4,9,13,17,2,0
80888,41,34,6,6,34,30,2,62,14,3,11,1,20,8,28,40,5,5
80897,71,51,11,15,45,37,1,64,22,1,16,6,17,22,40,62,7,2
80910,19,37,40,34,46,30,0,101,31,3,9,25,15,34,10,37,7,2
80912,16,22,17,22,27,3,0,22,12,0,0,10,1,16,12,7,3,0
80919,72,51,10,9,36,20,1,49,28,2,20,4,9,13,63,45,11,1
80920,153,112,21,25,91,135,24,329,35,15,49,6,68,55,77,191,40,45
80922,7,7,0,0,38,7,0,57,5,0,4,4,5,45,1,10,5,1
80939,46,25,2,2,14,14,0,18,17,1,6,0,5,5,11,25,9,0
80946,63,56,16,14,82,49,4,153,47,1,23,10,34,52,40,58,17,2
80948,11,14,5,3,13,16,0,38,12,2,4,0,11,12,8,23,5,0
80949,218,154,34,32,246,149,4,394,81,17,111,16,98,118,131,246,38,25
80951,157,119,54,57,167,90,3,304,63,1,26,26,45,127,75,128,34,9
80958,90,65,16,18,154,63,2,113,26,1,11,9,22,64,42,84,10,8
80962,60,41,8,13,64,52,0,100,14,2,9,8,16,28,27,53,11,8
80967,31,10,0,0,12,19,0,32,1,1,4,0,10,6,22,38,5,0
80970,59,54,29,32,105,32,1,75,25,1,13,3,16,45,37,46,3,3
80972,7,25,25,20,26,2,0,22,22,0,2,10,1,18,4,3,1,0
80982,21,8,3,3,13,20,0,35,7,1,5,2,11,6,12,24,8,0
80985,60,55,16,8,39,29,7,76,20,1,3,2,14,21,42,40,9,2
80987,126,97,32,47,228,93,4,219,64,3,23,33,48,130,48,122,21,3
80989,76,55,21,18,75,41,7,118,35,1,8,5,19,27,43,70,13,2
80994,12,3,1,1,13,11,5,19,10,0,32,3,6,2,7,24,0,0
80998,76,43,10,12,80,68,10,155,18,3,21,6,20,32,31,77,19,10
81000,69,67,30,36,108,48,11,156,40,0,12,7,29,59,31,67,17,2
81022,8,27,21,21,41,3,1,13,13,0,0,5,1,22,13,3,0,1
81024,42,38,16,20,67,45,1,105,25,2,9,10,19,38,25,45,12,3
81030,40,27,4,2,21,42,1,82,9,2,7,1,14,12,29,44,9,6
81033,11,9,3,3,13,17,0,49,6,0,3,3,5,14,4,17,8,0
81034,35,33,11,13,32,9,0,36,19,1,5,5,9,16,17,24,4,0
81038,72,56,7,7,80,54,10,135,14,2,7,3,25,35,47,74,24,5
81046,15,6,2,2,18,24,1,36,2,1,5,3,7,8,12,25,1,1
81047,22,14,5,5,34,40,1,63,7,1,9,1,13,14,9,32,7,0
81057,39,38,8,9,90,63,1,215,21,14,16,6,45,62,25,78,29,6
81059,4,5,2,2,14,11,1,40,4,1,5,2,8,12,3,8,3,3
81063,11,10,3,4,26,13,0,35,5,0,2,0,6,15,5,14,6,0
81065,16,14,2,2,9,20,0,21,3,0,0,0,6,5,10,14,2,0
81066,47,48,21,15,51,28,0,57,32,2,4,1,16,16,28,31,6,3
81073,31,19,8,10,59,41,4,101,14,2,13,4,18,20,10,44,15,1
81082,21,23,7,2,12,10,0,45,9,0,1,0,8,10,11,15,9,4
81092,21,9,0,0,9,24,1,47,15,2,49,0,20,7,9,51,4,2
81095,23,17,5,2,38,29,7,67,7,3,6,3,15,26,21,33,5,1
81099,12,13,2,3,48,10,5,48,7,1,0,1,3,25,9,8,3,2
81100,26,29,17,15,48,21,0,57,20,0,21,3,14,13,16,36,6,3
81101,48,27,0,0,5,20,0,22,11,1,8,0,9,3,18,33,4,0
81109,22,23,13,9,18,20,3,46,12,2,2,1,8,8,18,19,7,1
81111,9,9,1,2,10,10,1,35,3,0,1,2,2,12,6,11,1,1
81114,28,40,17,20,46,10,2,72,17,0,1,17,4,41,15,11,9,3
81115,24,21,9,6,19,19,1,59,19,2,1,4,17,26,14,29,8,1
81117,31,40,9,11,46,21,1,62,20,6,6,12,12,22,34,21,6,1
81118,27,19,5,8,33,19,0,29,8,0,3,2,4,11,21,24,3,0
81119,29,21,1,1,10,17,0,31,12,2,4,2,12,9,22,29,2,1
81120,95,52,2,3,63,72,0,109,20,4,24,2,22,15,44,88,30,4
81130,38,41,15,11,24,10,0,27,28,2,7,6,5,9,21,15,12,3
81131,65,66,14,21,60,8,0,25,27,0,11,3,5,14,38,39,6,2
81134,25,27,4,7,23,12,0,31,11,0,3,2,4,9,17,15,5,2
81137,15,15,11,16,30,12,0,26,14,0,5,10,6,16,13,17,2,0
81140,22,11,4,3,20,24,0,30,5,0,2,1,9,10,9,22,4,0
81150,87,51,9,6,67,63,1,101,29,3,21,2,30,24,48,87,10,4
81158,51,21,6,7,24,62,2,140,13,1,14,2,27,23,16,61,24,4
81161,37,40,18,17,24,14,1,36,18,0,1,6,11,13,22,22,5,2
81164,11,9,2,4,14,18,5,33,10,3,24,3,11,10,9,27,1,2
81169,1,16,7,10,41,0,0,25,19,0,11,1,5,28,3,14,1,0
81173,27,23,4,6,22,11,3,24,8,0,5,5,2,7,14,14,2,1
81175,28,40,20,24,64,24,1,61,33,3,6,16,19,36,11,23,7,1
81181,17,28,8,6,10,7,0,24,17,1,1,2,4,8,11,10,4,0
81182,120,74,27,22,84,104,39,206,28,2,19,2,37,42,47,133,18,9
81183,14,9,1,2,8,22,1,30,3,0,2,0,8,6,5,28,3,0
81185,77,68,19,21,77,36,1,89,25,2,14,8,22,39,54,62,14,5
81186,79,55,11,10,161,160,23,472,37,48,61,36,79,132,35,170,52,28
81196,4,3,4,2,38,14,2,65,4,0,8,7,8,30,3,13,6,2
81197,24,18,2,6,66,29,2,77,12,0,2,5,8,27,15,26,9,4
81202,6,8,1,2,25,6,0,36,8,0,7,4,6,20,6,12,0,0
81204,38,77,27,60,181,42,6,142,56,4,18,24,21,68,27,43,12,5
81206,16,9,1,1,10,15,0,38,5,0,1,0,13,9,12,25,5,1
81207,82,81,15,19,146,107,8,359,33,19,24,13,60,119,44,117,40,12
81208,31,42,15,15,20,6,0,11,21,0,1,5,3,6,19,11,2,0
81212,220,131,36,17,103,103,9,210,58,6,58,8,47,42,108,176,38,9
81222,22,16,2,3,14,18,0,28,7,0,5,0,6,8,9,20,4,1
81224,14,8,0,1,12,21,2,33,4,1,2,1,8,6,7,21,5,1
81228,24,9,0,3,68,28,8,78,2,0,8,1,9,25,2,23,6,1
81229,49,39,16,17,41,34,1,88,12,4,7,3,17,21,31,50,10,2
81239,49,35,4,5,28,15,0,24,13,0,9,3,6,8,27,26,3,2
81246,35,23,4,3,9,20,0,29,10,1,7,0,9,7,20,32,7,3
81252,27,18,2,1,10,18,0,21,4,1,5,1,11,4,15,27,4,0
81254,21,39,6,8,82,32,7,209,15,3,5,6,18,60,13,26,29,16
81257,32,42,31,19,94,43,0,111,30,9,7,5,26,53,14,41,10,0
81259,19,41,34,39,52,11,8,33,22,1,9,11,12,19,17,23,0,1
81261,25,22,5,7,51,30,0,73,19,9,2,1,17,30,12,29,11,2
81263,98,67,19,16,45,45,0,109,27,4,32,5,31,24,56,83,35,12
81266,39,18,8,4,31,38,1,65,10,1,27,1,25,9,23,50,9,9
81267,139,89,36,42,138,50,6,136,56,2,42,13,27,48,54,125,26,4
81271,26,31,12,14,29,8,0,15,12,0,3,5,6,7,15,12,4,1
81272,38,35,11,14,37,17,1,49,31,2,63,18,21,17,30,62,1,2
81273,13,23,26,18,32,9,1,31,16,1,3,4,8,26,13,8,0,0
81276,15,18,16,9,22,13,1,63,24,1,2,7,8,13,4,19,11,2
81280,19,26,11,16,52,6,0,25,8,0,0,6,1,33,8,14,3,1
81281,14,17,3,4,12,14,0,31,12,1,3,1,6,7,5,17,3,0
81293,123,113,57,62,198,60,4,180,63,2,35,23,28,88,79,91,8,5
81300,13,21,11,13,31,14,8,54,17,1,4,7,7,29,3,25,3,2
81304,21,11,5,0,40,28,0,62,5,5,10,0,17,20,20,30,3,1
81314,29,29,8,10,51,28,5,91,12,1,11,6,10,37,18,33,12,2
81316,40,38,9,10,68,11,5,48,22,1,22,3,13,20,57,34,4,0
81334,26,26,9,17,26,7,1,42,12,0,1,9,1,19,12,9,16,1
81337,36,27,9,8,24,26,0,49,9,2,5,2,14,11,20,38,8,0
81338,64,52,34,25,131,51,11,151,55,4,89,17,46,44,80,92,5,10
81341,65,27,5,6,31,41,4,61,14,2,7,2,13,20,20,54,5,1
81342,87,51,9,5,86,52,1,119,28,2,20,4,23,32,50,69,13,0
81345,31,20,10,6,59,39,20,116,12,4,19,13,12,26,17,59,8,1
81360,26,15,2,2,36,15,3,50,7,0,8,6,5,10,13,17,6,1
81361,45,31,8,17,56,53,0,84,18,3,10,3,21,21,29,55,7,3
81364,71,97,63,54,49,20,1,68,51,0,10,23,6,31,66,33,8,1
81365,69,71,35,38,48,14,0,67,47,1,39,13,22,23,53,67,10,0
81367,133,61,6,2,18,30,0,53,23,1,13,0,12,6,43,67,15,5
81370,26,15,4,4,31,35,0,50,9,2,4,2,13,10,14,29,8,2
81376,104,46,1,2,53,74,2,109,14,2,7,0,17,14,34,89,25,3
81380,178,132,89,78,214,121,26,331,87,18,60,60,44,98,117,155,34,13
81381,112,75,12,7,44,32,0,44,33,2,13,1,10,13,73,62,8,0
81386,41,24,2,1,64,40,2,106,9,1,6,2,13,37,16,45,11,5
